ActivityID,AgentKey,MonthStartDateKey,Year,MonthNumber,ClosedSales,BuyerConsults,ListingsTaken,OffersWritten,OpenHouses,MarketingSpend
538,2,20001001,2000,10,1,5,1,2,1,425
539,2,20001101,2000,11,2,6,1,5,2,675
540,2,20001201,2000,12,1,5,1,2,2,500
541,2,20010101,2001,1,4,15,2,9,2,1325
542,2,20010201,2001,2,3,12,2,6,3,700
543,2,20010301,2001,3,4,11,3,8,6,1175
544,2,20010401,2001,4,4,13,3,7,3,1525
545,2,20010501,2001,5,5,14,5,9,9,1225
546,2,20010601,2001,6,2,6,1,5,1,850
547,2,20010701,2001,7,1,4,1,2,2,350
548,2,20010801,2001,8,3,8,2,6,4,625
549,2,20010901,2001,9,6,14,5,13,7,1950
550,2,20011001,2001,10,6,21,6,15,13,1450
551,2,20011101,2001,11,3,10,2,7,2,850
552,2,20011201,2001,12,2,6,1,4,2,600
553,2,20020101,2002,1,2,5,2,3,2,550
554,2,20020201,2002,2,1,3,1,2,2,450
555,2,20020301,2002,3,2,7,2,4,3,650
556,2,20020401,2002,4,3,12,2,6,2,1075
557,2,20020501,2002,5,2,7,1,3,2,500
558,2,20020601,2002,6,7,20,4,15,7,1625
559,2,20020701,2002,7,4,12,4,7,8,1425
560,2,20020801,2002,8,4,13,4,10,4,975
561,2,20020901,2002,9,2,9,1,5,1,550
562,2,20021001,2002,10,2,6,2,5,3,850
563,2,20021101,2002,11,6,16,4,11,6,1050
564,2,20021201,2002,12,0,3,0,0,0,200
565,2,20030101,2003,1,0,3,0,0,0,200
566,2,20030201,2003,2,4,9,3,8,6,900
567,2,20030301,2003,3,3,11,2,7,4,825
568,2,20030401,2003,4,3,10,2,6,3,1075
569,2,20030501,2003,5,7,23,7,16,11,2375
570,2,20030601,2003,6,5,18,4,12,4,1175
571,2,20030701,2003,7,3,12,2,6,3,500
572,2,20030801,2003,8,3,11,2,7,2,925
573,2,20030901,2003,9,2,7,2,4,2,700
574,2,20031001,2003,10,3,7,3,7,3,1050
575,2,20031101,2003,11,3,10,2,6,4,975
576,2,20031201,2003,12,2,9,2,5,2,875
577,2,20040101,2004,1,2,8,1,5,1,775
578,2,20040201,2004,2,2,6,2,5,5,500
579,2,20040301,2004,3,1,4,1,2,2,525
580,2,20040401,2004,4,6,15,4,9,9,1150
581,2,20040501,2004,5,1,4,1,2,1,300
582,2,20040601,2004,6,3,10,2,6,4,1150
583,2,20040701,2004,7,3,9,2,7,2,600
584,2,20040801,2004,8,3,10,2,8,5,1125
585,2,20040901,2004,9,3,11,2,7,3,575
586,2,20041001,2004,10,3,11,2,7,3,475
587,2,20041101,2004,11,2,7,2,4,2,775
588,2,20041201,2004,12,4,13,3,7,4,725
589,2,20050101,2005,1,3,7,2,5,3,875
590,2,20050201,2005,2,2,8,2,5,3,525
591,2,20050301,2005,3,3,8,2,7,2,675
592,2,20050401,2005,4,5,15,4,13,9,900
593,2,20050501,2005,5,4,16,4,7,8,625
594,2,20050601,2005,6,4,12,3,9,3,875
595,2,20050701,2005,7,2,6,1,3,2,550
596,2,20050801,2005,8,7,19,7,18,11,1275
597,2,20050901,2005,9,0,2,0,0,0,200
598,2,20051001,2005,10,4,14,4,10,7,1050
599,2,20051101,2005,11,3,10,2,6,2,825
600,2,20051201,2005,12,4,10,4,7,8,1375
601,2,20060101,2006,1,1,5,1,2,2,450
602,2,20060201,2006,2,1,4,1,2,2,375
603,2,20060301,2006,3,4,12,2,8,3,1000
604,2,20060401,2006,4,2,8,1,5,2,800
605,2,20060501,2006,5,11,37,6,25,8,2875
606,2,20060601,2006,6,4,11,3,8,6,1400
607,2,20060701,2006,7,4,14,3,9,5,875
608,2,20060801,2006,8,1,3,1,2,1,350
609,2,20060901,2006,9,7,18,6,13,12,1125
610,2,20061001,2006,10,2,5,2,5,3,425
611,2,20061101,2006,11,6,19,4,13,6,850
612,2,20061201,2006,12,3,11,3,5,4,825
613,2,20070101,2007,1,1,4,1,2,1,450
614,2,20070201,2007,2,1,2,1,2,2,375
615,2,20070301,2007,3,1,4,1,2,1,425
616,2,20070401,2007,4,6,17,4,12,8,2275
617,2,20070501,2007,5,4,14,3,9,3,925
618,2,20070601,2007,6,11,34,7,20,17,3800
619,2,20070701,2007,7,3,9,2,8,4,1125
620,2,20070801,2007,8,7,19,6,16,9,2075
621,2,20070901,2007,9,3,12,2,5,4,575
622,2,20071001,2007,10,3,10,3,7,3,925
623,2,20071101,2007,11,4,13,3,10,6,1075
624,2,20071201,2007,12,3,12,2,5,3,1200
625,2,20080101,2008,1,3,9,2,6,3,800
626,2,20080201,2008,2,2,6,1,3,2,775
627,2,20080301,2008,3,4,12,4,10,7,575
628,2,20080401,2008,4,5,15,5,8,7,950
629,2,20080501,2008,5,7,19,5,18,11,1500
630,2,20080601,2008,6,9,23,7,21,16,1025
631,2,20080701,2008,7,2,7,1,3,1,400
632,2,20080801,2008,8,7,26,6,17,6,2200
633,2,20080901,2008,9,3,11,2,6,2,1000
634,2,20081001,2008,10,4,12,2,7,3,1325
635,2,20081101,2008,11,3,8,2,5,3,875
636,2,20081201,2008,12,2,6,1,5,2,725
637,2,20090101,2009,1,2,6,2,4,3,650
638,2,20090201,2009,2,2,6,1,4,1,475
639,2,20090301,2009,3,4,15,4,9,6,850
640,2,20090401,2009,4,6,23,6,14,7,1825
641,2,20090501,2009,5,5,13,5,8,9,1675
642,2,20090601,2009,6,5,19,3,13,3,1950
643,2,20090701,2009,7,4,15,4,8,4,825
644,2,20090801,2009,8,5,19,3,10,7,1425
645,2,20090901,2009,9,0,2,0,0,0,200
646,2,20091001,2009,10,3,11,3,6,4,825
647,2,20091101,2009,11,3,8,3,7,4,875
648,2,20091201,2009,12,1,5,1,3,2,375
649,2,20100101,2010,1,1,4,1,2,2,425
650,2,20100201,2010,2,4,11,3,8,5,800
651,2,20100301,2010,3,2,6,2,5,4,800
652,2,20100401,2010,4,3,12,2,8,2,600
653,2,20100501,2010,5,11,41,10,25,20,2225
654,2,20100601,2010,6,3,11,2,7,3,1000
655,2,20100701,2010,7,3,11,2,8,5,1175
656,2,20100801,2010,8,5,15,4,8,8,1275
657,2,20100901,2010,9,2,6,1,5,2,625
658,2,20101001,2010,10,5,20,3,9,4,1325
659,2,20101101,2010,11,2,7,2,4,4,850
660,2,20101201,2010,12,2,9,1,4,2,700
661,2,20110101,2011,1,2,7,1,5,1,850
662,2,20110201,2011,2,3,8,2,6,2,1175
663,2,20110301,2011,3,4,12,3,8,5,975
664,2,20110401,2011,4,1,3,1,3,1,425
665,2,20110501,2011,5,6,19,4,14,4,2075
666,2,20110601,2011,6,6,20,4,11,6,1625
667,2,20110701,2011,7,5,14,4,10,4,1175
668,2,20110801,2011,8,2,7,2,5,2,675
669,2,20110901,2011,9,5,11,4,8,5,1825
670,2,20111001,2011,10,2,6,1,5,2,575
671,2,20111101,2011,11,1,4,1,2,2,425
672,2,20111201,2011,12,5,16,4,9,8,800
673,2,20120101,2012,1,4,14,3,7,7,950
674,2,20120201,2012,2,2,8,1,3,1,575
675,2,20120301,2012,3,4,10,2,8,3,1175
676,2,20120401,2012,4,5,13,3,10,7,975
677,2,20120501,2012,5,5,14,3,8,3,1400
678,2,20120601,2012,6,5,11,4,8,7,1825
679,2,20120701,2012,7,7,19,7,13,13,1025
680,2,20120801,2012,8,5,12,4,10,8,975
681,2,20120901,2012,9,0,1,0,0,0,200
682,2,20121001,2012,10,2,8,1,5,2,600
683,2,20121101,2012,11,3,10,3,6,5,500
684,2,20121201,2012,12,3,7,2,6,4,600
685,2,20130101,2013,1,1,4,1,2,1,350
686,2,20130201,2013,2,3,7,3,5,5,850
687,2,20130301,2013,3,3,11,2,5,4,775
688,2,20130401,2013,4,4,13,4,9,7,1050
689,2,20130501,2013,5,4,13,3,9,7,1475
690,2,20130601,2013,6,3,10,3,5,6,1175
691,2,20130701,2013,7,7,23,6,17,10,1450
692,2,20130801,2013,8,5,18,5,8,10,800
693,2,20130901,2013,9,4,13,3,6,4,1400
694,2,20131001,2013,10,6,16,4,11,9,1625
695,2,20131101,2013,11,0,1,0,0,0,200
696,2,20131201,2013,12,3,10,2,5,3,1200
697,2,20140101,2014,1,1,5,1,2,1,475
698,2,20140201,2014,2,3,9,2,7,4,1200
699,2,20140301,2014,3,2,8,2,4,2,725
700,2,20140401,2014,4,5,18,3,12,3,1700
701,2,20140501,2014,5,7,19,5,16,7,1375
702,2,20140601,2014,6,3,9,2,5,4,1250
703,2,20140701,2014,7,7,24,4,17,5,1500
704,2,20140801,2014,8,9,28,5,20,9,1200
705,2,20140901,2014,9,4,13,4,10,6,950
706,2,20141001,2014,10,3,10,3,6,4,1150
707,2,20141101,2014,11,3,8,2,6,4,1125
708,2,20141201,2014,12,1,5,1,2,1,375
709,2,20150101,2015,1,1,3,1,2,2,300
710,2,20150201,2015,2,4,14,3,7,4,1525
711,2,20150301,2015,3,3,9,3,7,4,1225
712,2,20150401,2015,4,5,12,3,12,6,1500
713,2,20150501,2015,5,4,15,4,6,8,1400
714,2,20150601,2015,6,2,5,1,4,2,550
715,2,20150701,2015,7,5,14,4,12,5,1675
716,2,20150801,2015,8,7,19,6,14,5,1250
717,2,20150901,2015,9,3,10,2,7,3,1100
718,2,20151001,2015,10,4,11,4,8,4,1550
719,2,20151101,2015,11,6,16,4,14,7,1375
720,2,20151201,2015,12,0,1,0,0,0,200
721,2,20160101,2016,1,3,10,3,8,3,1125
722,2,20160201,2016,2,6,15,5,10,6,2175
723,2,20160301,2016,3,6,17,5,10,7,1350
724,2,20160401,2016,4,4,13,2,6,2,675
725,2,20160501,2016,5,5,16,3,11,4,1250
726,2,20160601,2016,6,4,12,2,6,4,900
727,2,20160701,2016,7,5,14,4,9,6,975
728,2,20160801,2016,8,4,14,2,10,2,700
729,2,20160901,2016,9,4,15,3,10,7,1375
730,2,20161001,2016,10,4,15,4,9,4,950
731,2,20161101,2016,11,3,11,2,6,4,1025
732,2,20161201,2016,12,3,13,2,5,2,550
733,2,20170101,2017,1,1,3,1,2,2,300
734,2,20170201,2017,2,4,13,2,10,3,675
735,2,20170301,2017,3,4,14,4,7,3,1425
736,2,20170401,2017,4,5,15,3,10,5,875
737,2,20170501,2017,5,5,14,4,10,3,1800
738,2,20170601,2017,6,7,22,6,14,13,2575
739,2,20170701,2017,7,6,16,5,15,12,1350
740,2,20170801,2017,8,2,5,2,5,2,475
741,2,20170901,2017,9,3,12,2,8,3,775
742,2,20171001,2017,10,6,19,4,15,9,2175
743,2,20171101,2017,11,4,16,3,10,3,1200
744,2,20171201,2017,12,5,12,3,8,6,1025
745,2,20180101,2018,1,2,7,2,5,3,600
746,2,20180201,2018,2,2,6,1,4,1,500
747,2,20180301,2018,3,6,16,4,10,9,1425
748,2,20180401,2018,4,3,11,2,7,3,1175
749,2,20180501,2018,5,7,17,7,13,13,1525
750,2,20180601,2018,6,5,14,4,9,5,1400
751,2,20180701,2018,7,7,20,4,12,6,1725
752,2,20180801,2018,8,6,21,5,14,8,2175
753,2,20180901,2018,9,7,25,7,13,7,1875
754,2,20181001,2018,10,1,3,1,2,2,525
755,2,20181101,2018,11,2,7,2,5,5,750
756,2,20181201,2018,12,4,11,3,9,3,775
757,2,20190101,2019,1,5,18,5,11,11,1675
758,2,20190201,2019,2,3,11,2,6,2,800
759,2,20190301,2019,3,4,14,2,6,3,1575
760,2,20190401,2019,4,9,32,9,23,7,2550
761,2,20190501,2019,5,6,17,4,15,5,1600
762,2,20190601,2019,6,7,16,6,12,8,2150
763,2,20190701,2019,7,3,12,2,5,3,750
764,2,20190801,2019,8,2,9,1,4,2,850
765,2,20190901,2019,9,10,22,7,24,16,1625
766,2,20191001,2019,10,2,8,2,5,3,650
767,2,20191101,2019,11,2,8,2,5,3,825
768,2,20191201,2019,12,3,9,3,8,5,550
769,2,20200101,2020,1,4,10,3,10,4,1525
770,2,20200201,2020,2,3,10,2,5,2,750
771,2,20200301,2020,3,5,16,3,10,5,750
772,2,20200401,2020,4,3,11,2,7,2,1000
773,2,20200501,2020,5,5,15,3,9,4,1825
774,2,20200601,2020,6,6,17,6,14,12,950
775,2,20200701,2020,7,6,19,3,14,4,850
776,2,20200801,2020,8,8,20,7,15,9,2375
777,2,20200901,2020,9,3,10,2,5,3,550
778,2,20201001,2020,10,2,6,1,4,1,400
779,2,20201101,2020,11,1,3,1,2,2,550
780,2,20201201,2020,12,2,8,2,5,3,825
781,2,20210101,2021,1,1,3,1,2,2,450
782,2,20210201,2021,2,1,2,1,2,2,450
783,2,20210301,2021,3,2,6,1,4,2,550
784,2,20210401,2021,4,6,15,5,10,6,1700
785,2,20210501,2021,5,6,16,4,10,3,1725
786,2,20210601,2021,6,6,18,4,15,9,1575
787,2,20210701,2021,7,2,8,2,3,3,875
788,2,20210801,2021,8,7,24,6,13,14,1475
789,2,20210901,2021,9,8,20,6,19,12,1975
790,2,20211001,2021,10,3,10,2,6,4,525
791,2,20211101,2021,11,6,19,3,13,4,1225
792,2,20211201,2021,12,2,9,2,5,4,700
793,2,20220101,2022,1,4,12,3,9,4,1600
794,2,20220201,2022,2,6,18,4,12,9,1050
795,2,20220301,2022,3,6,18,5,13,11,2025
796,2,20220401,2022,4,5,15,5,11,7,1675
797,2,20220501,2022,5,6,15,3,12,6,1175
798,2,20220601,2022,6,8,28,8,20,7,2675
799,2,20220701,2022,7,2,8,2,3,4,725
800,2,20220801,2022,8,1,3,1,2,2,450
801,2,20220901,2022,9,5,12,4,12,8,1825
802,2,20221001,2022,10,5,16,4,12,5,900
803,2,20221101,2022,11,2,8,1,3,1,400
804,2,20221201,2022,12,5,15,4,10,5,1225
805,2,20230101,2023,1,3,8,3,7,3,875
806,2,20230201,2023,2,4,12,3,10,4,1425
807,2,20230301,2023,3,7,23,6,14,11,1525
808,2,20230401,2023,4,4,12,3,10,7,1500
809,2,20230501,2023,5,6,17,4,10,9,1675
810,2,20230601,2023,6,8,25,7,20,13,1650
811,2,20230701,2023,7,8,29,5,17,5,1650
812,2,20230801,2023,8,6,20,5,13,8,1575
813,2,20230901,2023,9,3,9,2,7,3,725
814,2,20231001,2023,10,6,20,4,11,7,1750
815,2,20231101,2023,11,4,11,3,9,4,625
816,2,20231201,2023,12,2,8,1,4,1,700
817,2,20240101,2024,1,6,14,4,13,5,2075
818,2,20240201,2024,2,3,10,2,6,4,600
819,2,20240301,2024,3,4,10,4,7,5,800
820,2,20240401,2024,4,8,27,5,20,10,1475
821,2,20240501,2024,5,10,25,7,24,10,1125
822,2,20240601,2024,6,5,17,3,8,3,725
823,2,20240701,2024,7,3,10,2,5,3,750
824,2,20240801,2024,8,4,12,3,10,3,725
825,2,20240901,2024,9,7,20,6,12,10,1900
826,2,20241001,2024,10,3,9,2,8,2,625
827,2,20241101,2024,11,3,12,2,7,3,975
828,2,20241201,2024,12,4,12,2,9,2,625
829,2,20250101,2025,1,4,11,3,9,7,775
830,2,20250201,2025,2,3,10,2,5,3,625
831,2,20250301,2025,3,5,17,3,13,7,1100
832,2,20250401,2025,4,7,24,4,15,6,2025
833,2,20250501,2025,5,6,17,6,12,12,775
834,2,20250601,2025,6,6,21,4,14,10,2050
835,2,20250701,2025,7,5,19,4,8,4,1400
836,2,20250801,2025,8,4,13,4,10,7,925
837,2,20250901,2025,9,4,15,3,10,3,1175
838,2,20251001,2025,10,4,14,3,8,3,1025
839,2,20251101,2025,11,0,2,0,0,0,200
840,2,20251201,2025,12,2,7,2,4,4,475
841,2,20260101,2026,1,3,13,2,5,2,500
842,2,20260201,2026,2,2,6,1,4,2,875
843,2,20260301,2026,3,5,17,5,11,9,1325
844,2,20260401,2026,4,3,12,2,7,2,650
845,2,20260501,2026,5,7,19,7,14,13,2500
846,2,20260601,2026,6,9,29,5,21,7,1950
847,2,20260701,2026,7,2,6,1,5,1,625
848,2,20260801,2026,8,5,15,3,9,7,900
849,2,20260901,2026,9,8,28,7,16,12,2100
850,2,20261001,2026,10,2,5,2,4,2,800
851,2,20261101,2026,11,2,6,2,3,2,800
852,2,20261201,2026,12,6,14,4,9,4,1675
853,3,20070101,2007,1,0,2,0,0,0,200
854,3,20070201,2007,2,0,2,0,0,0,200
855,3,20070301,2007,3,1,5,1,2,1,500
856,3,20070401,2007,4,1,4,1,2,2,450
857,3,20070501,2007,5,1,4,1,2,2,300
858,3,20070601,2007,6,1,4,1,2,2,425
859,3,20070701,2007,7,3,12,3,7,6,1025
860,3,20070801,2007,8,0,2,0,0,0,200
861,3,20070901,2007,9,0,1,0,0,0,200
862,3,20071001,2007,10,2,8,2,5,3,525
863,3,20071101,2007,11,2,6,1,3,2,475
864,3,20071201,2007,12,0,0,0,0,0,200
865,3,20080101,2008,1,1,4,1,2,1,300
866,3,20080201,2008,2,0,0,0,0,0,200
867,3,20080301,2008,3,1,5,1,2,2,350
868,3,20080401,2008,4,1,5,1,2,2,425
869,3,20080501,2008,5,2,6,1,4,2,450
870,3,20080601,2008,6,1,6,1,2,2,325
871,3,20080701,2008,7,0,1,0,0,0,200
872,3,20080801,2008,8,2,6,1,5,2,550
873,3,20080901,2008,9,1,5,1,2,2,425
874,3,20081001,2008,10,0,2,0,0,0,200
875,3,20081101,2008,11,1,5,1,2,2,375
876,3,20081201,2008,12,0,1,0,0,0,200
877,3,20090101,2009,1,0,0,0,0,0,200
878,3,20090201,2009,2,1,5,1,2,2,425
879,3,20090301,2009,3,0,0,0,0,0,200
880,3,20090401,2009,4,1,5,1,2,2,325
881,3,20090501,2009,5,1,5,1,2,1,475
882,3,20090601,2009,6,0,3,0,0,0,200
883,3,20090701,2009,7,2,6,1,5,1,700
884,3,20090801,2009,8,0,0,0,0,0,200
885,3,20090901,2009,9,1,3,1,2,2,325
886,3,20091001,2009,10,2,6,2,5,4,400
887,3,20091101,2009,11,0,3,0,0,0,200
888,3,20091201,2009,12,0,2,0,0,0,200
889,3,20100101,2010,1,2,7,1,4,2,675
890,3,20100201,2010,2,1,5,1,2,1,425
891,3,20100301,2010,3,1,4,1,2,2,300
892,3,20100401,2010,4,0,0,0,0,0,200
893,3,20100501,2010,5,2,8,1,3,2,450
894,3,20100601,2010,6,1,3,1,2,1,525
895,3,20100701,2010,7,0,2,0,0,0,200
896,3,20100801,2010,8,1,6,1,2,2,450
897,3,20100901,2010,9,1,4,1,2,2,400
898,3,20101001,2010,10,0,3,0,0,0,200
899,3,20101101,2010,11,1,6,1,2,2,375
900,3,20101201,2010,12,0,3,0,0,0,200
901,3,20110101,2011,1,0,1,0,0,0,200
902,3,20110201,2011,2,1,4,1,2,2,475
903,3,20110301,2011,3,1,5,1,2,2,525
904,3,20110401,2011,4,1,5,1,3,2,375
905,3,20110501,2011,5,0,2,0,0,0,200
906,3,20110601,2011,6,1,5,1,2,1,500
907,3,20110701,2011,7,1,5,1,2,2,425
908,3,20110801,2011,8,2,9,1,4,2,500
909,3,20110901,2011,9,0,2,0,0,0,200
910,3,20111001,2011,10,0,2,0,0,0,200
911,3,20111101,2011,11,1,4,1,2,2,300
912,3,20111201,2011,12,0,2,0,0,0,200
913,3,20120101,2012,1,0,1,0,0,0,200
914,3,20120201,2012,2,1,2,1,2,2,375
915,3,20120301,2012,3,1,6,1,2,1,550
916,3,20120401,2012,4,1,3,1,3,1,425
917,3,20120501,2012,5,1,4,1,2,1,500
918,3,20120601,2012,6,0,3,0,0,0,200
919,3,20120701,2012,7,2,5,1,3,2,750
920,3,20120801,2012,8,2,10,1,5,1,825
921,3,20120901,2012,9,1,4,1,2,1,400
922,3,20121001,2012,10,0,1,0,0,0,200
923,3,20121101,2012,11,0,2,0,0,0,200
924,3,20121201,2012,12,1,5,1,2,1,550
925,3,20130101,2013,1,0,2,0,0,0,200
926,3,20130201,2013,2,0,1,0,0,0,200
927,3,20130301,2013,3,2,8,2,3,4,825
928,3,20130401,2013,4,0,2,0,0,0,200
929,3,20130501,2013,5,2,9,1,5,2,475
930,3,20130601,2013,6,0,0,0,0,0,200
931,3,20130701,2013,7,0,2,0,0,0,200
932,3,20130801,2013,8,2,6,1,3,1,575
933,3,20130901,2013,9,1,4,1,2,2,550
934,3,20131001,2013,10,0,3,0,0,0,200
935,3,20131101,2013,11,1,3,1,2,1,475
936,3,20131201,2013,12,2,5,1,4,1,650
937,3,20140101,2014,1,0,0,0,0,0,200
938,3,20140201,2014,2,0,2,0,0,0,200
939,3,20140301,2014,3,1,5,1,2,2,375
940,3,20140401,2014,4,1,4,1,2,1,525
941,3,20140501,2014,5,1,4,1,2,2,500
942,3,20140601,2014,6,0,1,0,0,0,200
943,3,20140701,2014,7,2,9,2,4,2,700
944,3,20140801,2014,8,1,4,1,2,1,450
945,3,20140901,2014,9,1,5,1,2,1,350
946,3,20141001,2014,10,0,2,0,0,0,200
947,3,20141101,2014,11,0,2,0,0,0,200
948,3,20141201,2014,12,1,5,1,3,1,375
949,3,20150101,2015,1,3,11,3,6,3,925
950,3,20150201,2015,2,4,14,4,10,4,1000
951,3,20150301,2015,3,1,5,1,2,1,550
952,3,20150401,2015,4,2,8,2,5,4,475
953,3,20150501,2015,5,3,11,3,5,6,675
954,3,20150601,2015,6,2,7,1,4,2,475
955,3,20150701,2015,7,3,12,3,5,7,1175
956,3,20150801,2015,8,1,4,1,2,2,400
957,3,20150901,2015,9,2,7,1,5,2,450
958,3,20151001,2015,10,0,1,0,0,0,200
959,3,20151101,2015,11,0,2,0,0,0,200
960,3,20151201,2015,12,0,1,0,0,0,200
961,3,20160101,2016,1,0,1,0,0,0,200
962,3,20160201,2016,2,0,0,0,0,0,200
963,3,20160301,2016,3,1,4,1,2,1,450
964,3,20160401,2016,4,3,9,3,5,7,675
965,3,20160501,2016,5,3,9,2,6,2,750
966,3,20160601,2016,6,3,9,3,7,4,1000
967,3,20160701,2016,7,4,13,2,7,3,850
968,3,20160801,2016,8,2,6,2,3,5,825
969,3,20160901,2016,9,1,6,1,2,1,325
970,3,20161001,2016,10,2,10,2,3,4,725
971,3,20161101,2016,11,2,7,2,4,2,875
972,3,20161201,2016,12,0,1,0,0,0,200
973,3,20170101,2017,1,0,2,0,0,0,200
974,3,20170201,2017,2,1,4,1,2,2,325
975,3,20170301,2017,3,1,4,1,2,2,425
976,3,20170401,2017,4,3,8,2,5,5,1075
977,3,20170501,2017,5,2,6,2,4,3,425
978,3,20170601,2017,6,5,13,4,10,9,850
979,3,20170701,2017,7,1,5,1,2,1,325
980,3,20170801,2017,8,4,15,3,6,3,625
981,3,20170901,2017,9,3,8,2,7,3,725
982,3,20171001,2017,10,0,1,0,0,0,200
983,3,20171101,2017,11,1,2,1,2,2,300
984,3,20171201,2017,12,0,1,0,0,0,200
985,3,20180101,2018,1,0,1,0,0,0,200
986,3,20180201,2018,2,1,4,1,3,1,375
987,3,20180301,2018,3,3,11,2,5,2,1025
988,3,20180401,2018,4,2,6,1,3,2,800
989,3,20180501,2018,5,1,5,1,2,1,500
990,3,20180601,2018,6,3,12,2,8,3,1100
991,3,20180701,2018,7,3,8,2,8,4,600
992,3,20180801,2018,8,1,3,1,2,2,475
993,3,20180901,2018,9,2,7,2,3,4,575
994,3,20181001,2018,10,1,5,1,2,1,350
995,3,20181101,2018,11,0,1,0,0,0,200
996,3,20181201,2018,12,0,1,0,0,0,200
997,3,20190101,2019,1,0,3,0,0,0,200
998,3,20190201,2019,2,1,4,1,2,1,400
999,3,20190301,2019,3,2,7,2,4,2,500
1000,3,20190401,2019,4,4,12,2,6,2,825
1001,3,20190501,2019,5,2,5,1,4,2,750
1002,3,20190601,2019,6,2,9,2,4,3,625
1003,3,20190701,2019,7,2,5,1,5,1,550
1004,3,20190801,2019,8,0,3,0,0,0,200
1005,3,20190901,2019,9,6,15,4,9,5,1675
1006,3,20191001,2019,10,0,0,0,0,0,200
1007,3,20191101,2019,11,1,5,1,2,2,525
1008,3,20191201,2019,12,1,4,1,3,2,350
1009,3,20200101,2020,1,1,6,1,2,1,350
1010,3,20200201,2020,2,0,2,0,0,0,200
1011,3,20200301,2020,3,0,2,0,0,0,200
1012,3,20200401,2020,4,3,10,2,7,4,625
1013,3,20200501,2020,5,2,5,2,5,4,575
1014,3,20200601,2020,6,3,10,3,5,6,700
1015,3,20200701,2020,7,3,9,2,7,4,1175
1016,3,20200801,2020,8,2,6,2,3,4,625
1017,3,20200901,2020,9,3,10,2,6,4,900
1018,3,20201001,2020,10,2,5,2,4,3,825
1019,3,20201101,2020,11,2,5,2,3,4,750
1020,3,20201201,2020,12,1,5,1,3,2,475
1021,3,20210101,2021,1,1,4,1,2,2,525
1022,3,20210201,2021,2,2,8,1,4,2,525
1023,3,20210301,2021,3,1,4,1,2,1,500
1024,3,20210401,2021,4,2,6,2,3,2,575
1025,3,20210501,2021,5,2,8,2,4,2,625
1026,3,20210601,2021,6,6,21,5,11,8,2250
1027,3,20210701,2021,7,1,4,1,2,2,425
1028,3,20210801,2021,8,1,5,1,2,2,300
1029,3,20210901,2021,9,3,7,3,6,3,750
1030,3,20211001,2021,10,0,0,0,0,0,200
1031,3,20211101,2021,11,5,13,3,11,3,1825
1032,3,20211201,2021,12,2,5,2,3,2,850
1033,3,20220101,2022,1,2,6,1,4,1,675
1034,3,20220201,2022,2,3,8,2,8,2,675
1035,3,20220301,2022,3,4,12,3,6,6,1275
1036,3,20220401,2022,4,3,10,2,6,4,1100
1037,3,20220501,2022,5,4,15,4,10,5,700
1038,3,20220601,2022,6,0,2,0,0,0,200
1039,3,20220701,2022,7,2,9,1,3,1,875
1040,3,20220801,2022,8,2,9,2,5,5,700
1041,3,20220901,2022,9,1,6,1,2,1,525
1042,3,20221001,2022,10,2,6,1,3,2,650
1043,3,20221101,2022,11,0,1,0,0,0,200
1044,3,20221201,2022,12,0,2,0,0,0,200
1045,3,20230101,2023,1,0,2,0,0,0,200
1046,3,20230201,2023,2,2,9,2,3,4,525
1047,3,20230301,2023,3,2,6,1,4,2,425
1048,3,20230401,2023,4,3,11,2,6,4,800
1049,3,20230501,2023,5,2,7,1,3,1,850
1050,3,20230601,2023,6,5,16,3,10,5,1650
1051,3,20230701,2023,7,1,5,1,2,2,550
1052,3,20230801,2023,8,3,9,2,7,2,1250
1053,3,20230901,2023,9,1,4,1,2,2,500
1054,3,20231001,2023,10,3,7,2,6,2,825
1055,3,20231101,2023,11,0,2,0,0,0,200
1056,3,20231201,2023,12,0,0,0,0,0,200
1057,3,20240101,2024,1,0,1,0,0,0,200
1058,3,20240201,2024,2,2,9,2,5,3,525
1059,3,20240301,2024,3,2,7,1,4,1,700
1060,3,20240401,2024,4,3,9,2,7,3,900
1061,3,20240501,2024,5,0,0,0,0,0,200
1062,3,20240601,2024,6,4,11,3,9,7,700
1063,3,20240701,2024,7,2,6,1,5,1,650
1064,3,20240801,2024,8,4,15,3,9,5,1400
1065,3,20240901,2024,9,2,7,1,4,2,675
1066,3,20241001,2024,10,0,2,0,0,0,200
1067,3,20241101,2024,11,0,2,0,0,0,200
1068,3,20241201,2024,12,5,12,4,12,4,1400
1069,3,20250101,2025,1,3,10,2,6,3,475
1070,3,20250201,2025,2,0,2,0,0,0,200
1071,3,20250301,2025,3,1,5,1,2,1,325
1072,3,20250401,2025,4,2,8,1,5,2,875
1073,3,20250501,2025,5,1,3,1,2,1,475
1074,3,20250601,2025,6,1,3,1,3,1,400
1075,3,20250701,2025,7,2,8,1,4,2,550
1076,3,20250801,2025,8,1,3,1,2,2,475
1077,3,20250901,2025,9,1,3,1,2,2,375
1078,3,20251001,2025,10,1,5,1,2,2,500
1079,3,20251101,2025,11,5,15,3,11,7,1875
1080,3,20251201,2025,12,3,8,3,7,5,875
1081,3,20260101,2026,1,2,9,1,4,1,550
1082,3,20260201,2026,2,3,10,2,6,4,825
1083,3,20260301,2026,3,4,12,3,7,4,1300
1084,3,20260401,2026,4,1,6,1,2,2,500
