SaleID,AgentKey,CloseDateKey,ListDateKey,CommunityKey,PropertyTypeKey,SideKey,LeadSourceKey,FinancingKey,BuyerProfileKey,PriceBandKey,ListPrice,SalePrice,PriceVsList,DaysOnMarket,SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSquareFeet,CommissionRate,GrossCommission,AgentNetCommission,SellerConcession,MapX,MapY
1153,1,20010908,20010723,2,1,1,2,1,1,2,408500,419000,10500,47,1530,3,2.5,2001,7300,0.023,9637,8191,0,230.8,413.9
1154,1,20010517,20010403,1,1,1,6,1,1,3,447500,453000,5500,44,2060,3,2.5,1976,8700,0.0235,10646,9049,0,253.4,464.3
1155,1,20010312,20010120,1,1,3,3,1,5,2,422000,431000,9000,51,1960,4,3.5,1957,5250,0.0485,20904,17768,0,274.6,461.9
1156,1,20011006,20010805,1,1,1,4,1,2,2,352000,346000,-6000,62,2040,3,2.5,1966,9000,0.027,9342,7941,0,242.5,451.1
1157,1,20010302,20010127,1,1,1,7,1,3,2,308000,313500,5500,34,1480,2,2,1978,5150,0.0245,7681,6529,0,280.1,487.5
1158,1,20010709,20010530,1,1,2,5,4,5,2,367500,366500,-1000,40,1980,3,2.5,1961,6250,0.028,10262,8723,0,250.8,484.9
1159,1,20010814,20010711,1,1,1,3,1,5,2,360500,359000,-1500,34,2090,2,2,1996,6650,0.023,8257,7018,0,231.1,467.8
1160,1,20011001,20010827,5,1,2,2,4,1,2,257000,268000,11000,35,1530,2,2,1980,6550,0.022,5896,5012,0,525,457.1
1161,1,20010719,20010610,1,1,2,3,1,2,2,454500,447000,-7500,39,1800,3,2.5,1978,7150,0.029500000000000002,13187,11209,0,259.9,469.2
1162,1,20010125,20001205,1,1,1,1,1,2,2,387000,387000,0,51,1820,2,2,1957,4450,0.0285,11030,9376,0,239.3,461.3
1163,1,20010706,20010516,3,1,2,1,2,2,2,342500,342000,-500,51,1900,3,2.5,1985,8550,0.028,9576,8140,0,479.2,413.3
1164,1,20020503,20020325,1,1,1,6,1,2,2,430500,438500,8000,39,2070,4,3.5,1963,5400,0.023,10086,8573,0,238.9,468.2
1165,1,20020629,20020509,3,1,1,3,1,3,2,388500,402000,13500,51,2140,4,3.5,1983,8950,0.0225,9045,7688,0,475.4,407.1
1166,1,20020606,20020502,1,1,2,1,2,2,3,513000,512500,-500,35,2020,4,3.5,1958,9500,0.0285,14606,12415,0,256.9,443.7
1167,1,20021205,20021014,1,1,2,2,3,1,3,447000,456000,9000,52,1930,3,2.5,1964,9050,0.026000000000000002,11856,10078,0,246,466.2
1168,1,20020720,20020614,1,1,1,1,5,1,2,359000,359500,500,36,1510,3,2.5,1996,5700,0.0235,8448,7181,0,264.7,463.7
1169,1,20020310,20020201,1,1,1,6,2,2,3,483500,500500,17000,37,2240,4,3.5,1989,6950,0.025,12513,10636,0,263.6,418.7
1170,1,20020609,20020426,1,1,2,1,1,1,3,445000,452000,7000,44,1840,3,2.5,1978,9000,0.0245,11074,9413,0,239.3,460.1
1171,1,20020428,20020328,1,1,1,2,3,2,4,663000,670500,7500,31,2870,5,4,1956,10900,0.028,18774,15958,0,242.5,456.8
1172,1,20021020,20020910,5,1,2,1,4,2,3,468500,471500,3000,40,2110,4,3.5,1959,7150,0.029500000000000002,13909,11823,0,533.3,444.2
1173,1,20020608,20020504,2,1,1,1,2,5,2,454500,444000,-10500,35,1670,3,2.5,2002,4250,0.0245,10878,9246,0,235.3,412.9
1174,1,20020409,20020217,1,1,2,3,2,5,2,326000,338000,12000,51,1610,3,2.5,1980,5050,0.0245,8281,7039,0,263.6,432.5
1175,1,20020527,20020327,1,1,2,4,3,1,3,546000,550500,4500,61,1970,3,2.5,1972,6250,0.0265,14588,12400,0,244.5,474.2
1176,1,20020625,20020428,1,1,3,2,3,6,2,389500,385500,-4000,58,1490,2,2,1968,5350,0.0495,19082,16220,0,228.2,464.2
1177,1,20020417,20020304,1,1,1,3,4,5,2,382000,376500,-5500,44,1970,4,3.5,1973,9600,0.0245,9224,7840,0,227.5,467.6
1178,1,20020727,20020605,5,1,3,2,1,2,3,533000,517000,-16000,52,2300,2,2,1971,7750,0.0445,23007,19556,0,527.1,443.5
1179,1,20020424,20020310,1,1,2,3,1,3,2,422500,420000,-2500,45,1790,4,3.5,1962,5700,0.0225,9450,8033,0,243.2,508.7
1180,1,20021216,20021108,1,1,1,1,1,3,2,415000,426000,11000,38,1800,3,2.5,1985,5500,0.029,12354,10501,0,269.1,466.2
1181,1,20021216,20021113,1,1,2,7,1,3,2,417000,420500,3500,33,1580,2,2,1956,5450,0.0245,10302,8757,0,242.4,484.4
1182,1,20020928,20020815,1,1,2,2,1,1,2,438500,445500,7000,44,2090,4,3.5,1983,8500,0.0225,10024,8520,0,249.9,462.9
1183,1,20020201,20011227,1,1,2,2,3,2,2,441500,435500,-6000,36,1700,2,2,1962,5750,0.0265,11541,9810,0,246.5,451.3
1184,1,20020519,20020415,1,1,1,3,1,2,3,459500,470000,10500,34,2110,4,3.5,1961,6700,0.026000000000000002,12220,10387,0,227.8,488.3
1185,1,20020713,20020524,1,1,1,2,4,5,3,477000,482000,5000,50,2020,3,2.5,1991,7300,0.029500000000000002,14219,12086,0,249.3,459.5
1186,1,20020714,20020605,1,1,1,1,5,5,2,288000,288000,0,39,1410,2,2,1958,5650,0.0235,6768,5753,1250,254.7,458.6
1187,1,20020115,20011206,1,1,1,6,1,2,3,547500,544500,-3000,40,2110,4,3.5,1958,9300,0.03,16335,13885,0,271.7,449.1
1188,1,20020521,20020417,1,1,1,2,1,5,2,447500,441000,-6500,34,1900,2,2,1968,7300,0.0225,9923,8435,0,232.7,452.9
1189,1,20020916,20020721,1,1,2,2,3,2,2,356500,362500,6000,57,1800,3,2.5,1989,6650,0.0265,9606,8165,0,242.2,463.7
1190,1,20020406,20020221,1,1,1,4,2,1,2,402000,401500,-500,44,2030,4,3.5,1962,8850,0.023,9235,7850,0,238.1,465.8
1191,1,20020824,20020712,1,1,2,2,1,1,3,533000,515500,-17500,43,2210,4,3.5,1999,10950,0.0285,14692,12488,2500,266.4,452.3
1192,1,20020328,20020201,1,1,2,9,4,1,2,353500,365500,12000,55,1450,2,2,1981,3600,0.0265,9686,8233,0,236.9,450.8
1193,1,20020515,20020320,1,1,1,1,1,1,3,463500,453000,-10500,56,1760,2,2,1971,8300,0.0235,10646,9049,0,260.4,460
1194,1,20020701,20020527,1,1,1,2,2,2,2,391500,416000,24500,35,1460,2,2,1987,6250,0.025,10400,8840,3500,259,445
1195,1,20020223,20011220,1,1,1,2,6,3,2,337500,338500,1000,65,1620,3,2.5,1970,6250,0.0285,9647,8200,0,252.3,440
1196,1,20021231,20021127,1,1,3,1,5,3,2,414000,416000,2000,34,1560,3,2.5,1973,4400,0.043500000000000004,18096,15382,0,227.6,474.5
1197,1,20020314,20020129,1,1,2,2,3,5,2,267000,257500,-9500,44,1310,2,2,1998,3600,0.023,5923,5035,0,264,455.6
1198,1,20020818,20020715,1,1,1,1,1,5,2,460000,447500,-12500,34,1890,2,2,1960,5550,0.026000000000000002,11635,9890,2500,260.1,475
1199,1,20021008,20020902,1,1,2,3,1,5,2,431500,426500,-5000,36,2060,4,3.5,1984,5200,0.0245,10449,8882,0,245.3,474.2
1200,1,20020520,20020415,1,1,2,9,1,1,2,431500,433000,1500,35,2000,3,2.5,1995,8850,0.029,12557,10673,4750,266.5,459.2
1201,1,20020413,20020310,1,1,1,7,3,3,2,418000,409500,-8500,34,1870,4,3.5,1999,8900,0.026000000000000002,10647,9050,0,240.7,470.5
1202,1,20021003,20020823,1,1,1,3,1,2,3,444500,453500,9000,41,2140,3,2.5,1962,9950,0.0275,12471,10600,0,268.5,469.6
1203,1,20020407,20020215,1,1,2,3,1,5,2,292000,281000,-11000,51,1690,3,2.5,1965,8450,0.027,7587,6449,0,253.3,459.7
1204,1,20021208,20021101,1,1,1,3,3,5,3,469500,461000,-8500,37,2030,4,3.5,1978,5450,0.025500000000000002,11756,9993,0,237.6,452
1205,1,20020530,20020416,5,1,2,1,2,2,2,289500,288500,-1000,44,1370,2,2,1970,6750,0.024,6924,5885,0,526.1,448
1206,1,20020605,20020501,1,1,3,2,2,5,2,369000,373500,4500,35,1690,2,2,1968,6750,0.0445,16621,14128,0,250.1,461.8
1207,1,20020509,20020323,1,1,1,3,1,1,2,285500,285000,-500,47,1900,4,3.5,1995,4950,0.0285,8123,6905,0,244.4,423.5
1208,1,20021001,20020811,1,1,3,6,1,5,2,302500,303000,500,51,1630,3,2.5,1984,4650,0.046,13938,11847,0,249,462.9
1209,1,20020913,20020807,1,1,2,3,3,1,2,417500,415500,-2000,37,2030,3,2.5,1957,5900,0.0265,11011,9359,0,266.3,473
1210,1,20020425,20020325,1,1,1,1,1,1,3,479000,477000,-2000,31,2040,3,2.5,1998,5800,0.025,11925,10136,0,265.5,466
1211,1,20020315,20020130,1,1,1,3,1,1,2,335500,332000,-3500,44,1770,3,2.5,1999,5000,0.025,8300,7055,0,239.2,456.6
1212,1,20020831,20020711,1,1,1,3,3,6,2,393500,396000,2500,51,1820,4,3.5,1963,8150,0.026000000000000002,10296,8752,0,249.6,449.1
1213,1,20020725,20020622,1,1,2,3,1,2,3,544000,529000,-15000,33,1980,4,3.5,1960,4850,0.029,15341,13040,0,259.5,464.6
1214,1,20020203,20011226,1,1,1,1,1,2,2,289500,294000,4500,39,1280,2,2,1977,5200,0.025500000000000002,7497,6372,0,235,493.3
1215,1,20020313,20020128,1,1,1,1,2,2,2,350000,350500,500,44,1620,3,2.5,1993,6600,0.0245,8587,7299,0,229.4,466.5
1216,1,20020513,20020406,1,1,2,2,1,2,3,478500,480000,1500,37,2090,4,3.5,1959,6700,0.0245,11760,9996,0,237.4,446.2
1217,1,20021027,20020914,1,1,1,2,2,2,2,335500,332000,-3500,43,1470,3,2.5,1985,6150,0.029,9628,8184,0,268,458.1
1218,1,20020406,20020217,2,1,1,3,1,3,3,640500,644000,3500,48,2550,4,3.5,2002,8300,0.024,15456,13138,0,240.1,413.5
1219,1,20020202,20011223,1,1,2,9,1,2,2,336000,330500,-5500,41,1800,3,2.5,1972,5200,0.028,9254,7866,0,226.6,482.5
1220,1,20020811,20020620,1,1,1,5,1,2,2,349000,342000,-7000,52,1550,2,2,1974,3750,0.0275,9405,7994,0,248.4,477.8
1221,1,20020417,20020228,1,1,1,9,4,1,3,460000,465500,5500,48,2160,4,3.5,1969,7000,0.027,12569,10684,0,267.5,454.6
1222,1,20020510,20020404,1,1,1,2,1,1,2,405000,401000,-4000,36,2040,3,2.5,1982,8600,0.025,10025,8521,0,231.6,465.5
1223,1,20020616,20020513,1,1,2,2,1,5,2,271500,279000,7500,34,1490,3,2.5,1972,4250,0.024,6696,5692,0,250.8,467.6
1224,1,20020201,20011223,1,1,2,1,1,5,2,272000,275500,3500,40,1560,3,2.5,1981,4950,0.0285,7852,6674,0,269.1,461.6
1225,1,20021104,20020926,2,1,1,9,5,5,3,569500,577000,7500,39,2260,4,3.5,2002,7550,0.0245,14137,12016,0,229.7,413.1
1226,1,20021116,20021001,1,1,2,2,4,2,3,587000,563000,-24000,46,2240,5,4,1970,9550,0.026000000000000002,14638,12442,0,238.4,486.5
1227,1,20020615,20020504,1,1,1,2,2,1,2,357500,363000,5500,42,1470,3,2.5,1970,5850,0.0275,9983,8486,0,263.1,456.7
1228,1,20020227,20020114,1,1,2,1,1,5,2,403000,402500,-500,44,1910,4,3.5,1976,6950,0.026000000000000002,10465,8895,2250,228.9,472.3
1229,1,20021001,20020828,1,1,1,9,1,5,3,533500,540500,7000,34,2240,4,3.5,1989,6350,0.025,13513,11486,0,253.1,470
1230,1,20020610,20020503,1,1,1,2,1,1,2,404000,394000,-10000,38,1840,3,2.5,1986,9000,0.022,8668,7368,0,227.9,467.6
1231,1,20020409,20020303,1,1,2,2,1,3,2,355500,356000,500,37,1810,3,2.5,1963,5200,0.025,8900,7565,0,269.9,480.1
1232,1,20020715,20020602,1,1,2,3,1,5,3,514000,538500,24500,43,2330,4,3.5,1955,8250,0.0275,14809,12588,4750,247.4,450.2
1233,1,20020510,20020330,1,1,2,1,3,1,2,316500,312500,-4000,41,1660,2,2,1985,5750,0.025,7813,6641,0,244.1,468.4
1234,1,20020324,20020220,3,1,2,5,1,1,3,537500,532500,-5000,32,2210,3,2.5,1960,7600,0.0265,14111,11994,0,451.6,398.3
1235,1,20020829,20020726,1,1,1,2,3,6,2,267000,272000,5000,34,1290,2,2,1956,3450,0.0235,6392,5433,0,252.4,441.2
1236,1,20020720,20020613,1,1,1,2,3,2,2,358500,365500,7000,37,1690,3,2.5,1997,5400,0.029500000000000002,10782,9165,0,253.4,462
1237,1,20020604,20020502,1,1,1,5,1,5,3,541000,548500,7500,33,2260,4,3.5,1969,8450,0.024,13164,11189,0,257.8,439.2
1238,1,20020525,20020409,1,1,2,2,1,5,2,376500,375500,-1000,46,2030,3,2.5,1960,7050,0.027,10139,8618,0,254.4,502.3
1239,1,20020611,20020428,1,1,1,1,2,5,3,460000,456500,-3500,44,2010,3,2.5,1972,5450,0.023,10500,8925,0,238.7,479.7
1240,1,20020506,20020401,1,1,1,3,1,2,2,431000,424500,-6500,35,2110,3,2.5,1975,5700,0.029,12311,10464,0,225.5,439.8
1241,1,20020112,20011125,1,1,1,2,1,5,2,350000,356000,6000,48,1710,2,2,1972,8400,0.024,8544,7262,0,283.7,484.2
1242,1,20020831,20020712,1,1,2,3,5,1,2,424000,422000,-2000,50,1760,3,2.5,1982,4500,0.022,9284,7891,0,241.5,471.7
1243,1,20020726,20020602,1,1,2,2,3,2,3,502500,521500,19000,54,2450,4,3.5,1976,10550,0.024,12516,10639,6500,236.2,454.2
1244,1,20030915,20030803,1,1,2,2,1,1,4,687500,672000,-15500,43,2370,4,3.5,1988,11700,0.0235,15792,13423,0,264.2,451
1245,1,20030711,20030605,1,1,1,6,1,1,4,715500,719000,3500,36,2480,4,3.5,1956,11350,0.0235,16897,14362,0,235.6,457.6
1246,1,20031112,20031001,2,1,2,4,1,5,4,721500,729500,8000,42,2580,4,3.5,2003,10350,0.026000000000000002,18967,16122,0,243.6,404.7
1247,1,20030104,20021112,1,1,1,3,6,5,3,512000,516500,4500,53,1990,2,2,1980,5700,0.0235,12138,10317,2000,225.4,462.9
1248,1,20030426,20030320,1,1,1,5,1,5,3,498000,505000,7000,37,1870,3,2.5,1979,4850,0.025500000000000002,12878,10946,0,239,501.5
1249,1,20030907,20030730,1,1,2,5,5,1,2,394000,392000,-2000,39,1470,2,2,1964,5950,0.0235,9212,7830,0,243.1,461.5
1250,1,20030625,20030508,1,1,1,4,3,5,2,345500,344000,-1500,48,1500,4,3.5,1981,5450,0.026000000000000002,8944,7602,0,248.9,477.9
1251,1,20030905,20030720,1,1,1,1,3,5,3,648500,642500,-6000,47,2500,3,2.5,1989,9950,0.0265,17026,14472,0,233.4,459.8
1252,1,20030613,20030509,1,1,1,2,1,2,3,469500,466000,-3500,35,1880,2,2,2001,9350,0.022,10252,8714,0,240.2,453.2
1253,1,20031129,20031021,1,1,1,1,1,1,2,380500,382500,2000,39,1320,2,2,2002,4300,0.029,11093,9429,0,258,466.8
1254,1,20030622,20030517,1,1,1,2,1,2,2,263000,265500,2500,36,1150,2,2,1956,3050,0.029,7700,6545,1500,245.9,455.8
1255,1,20030120,20021129,1,1,1,8,1,1,2,423000,417500,-5500,52,1630,2,2,1961,5400,0.0275,11481,9759,0,247.2,481.2
1256,1,20031115,20031014,1,1,2,2,1,2,2,435500,425000,-10500,32,1510,4,3.5,1972,7500,0.0285,12113,10296,0,222.5,462.7
1257,1,20030803,20030626,1,1,1,1,4,5,3,505000,507500,2500,38,2020,3,2.5,1975,8050,0.029,14718,12510,0,226,459.4
1258,1,20030506,20030328,1,1,1,1,1,1,3,623000,605500,-17500,39,2740,5,4,1974,10200,0.023,13927,11838,0,237.7,483.1
1259,1,20030817,20030708,1,1,1,1,4,2,3,560500,572000,11500,40,2210,4,3.5,1998,6850,0.029500000000000002,16874,14343,0,279.9,446
1260,1,20030513,20030408,1,1,2,1,4,2,3,488000,504500,16500,35,1870,3,2.5,1998,5800,0.03,15135,12865,0,253.2,453.9
1261,1,20031014,20030901,1,1,1,1,1,2,2,256000,253500,-2500,43,1270,2,2,1955,5400,0.028,7098,6033,1750,250.8,456.1
1262,1,20030725,20030622,1,1,2,2,3,2,3,594500,604000,9500,33,2250,4,3.5,1964,10750,0.025500000000000002,15402,13092,0,222.7,480
1263,1,20031123,20031018,2,1,3,2,2,1,3,603500,602500,-1000,36,2380,3,2.5,2003,7050,0.046,27715,23558,0,233.1,412.7
1264,1,20030524,20030415,1,1,1,5,3,3,2,423000,420000,-3000,39,1560,2,2,1970,5400,0.029,12180,10353,0,257.6,473.7
1265,1,20030717,20030611,1,1,1,1,1,3,2,412000,420500,8500,36,1440,2,2,1993,6400,0.028,11774,10008,0,222.3,485.7
1266,1,20030409,20030223,1,1,2,3,1,5,3,513000,500000,-13000,45,2180,4,3.5,1991,6500,0.022,11000,9350,0,247.4,455.9
1267,1,20030413,20030228,1,1,1,1,1,1,3,589000,566500,-22500,44,2170,3,2.5,1972,6350,0.028,15862,13483,0,246.2,475.4
1268,1,20030809,20030625,2,1,3,1,1,5,4,665500,665000,-500,45,2190,3,2.5,2003,6450,0.045,29925,25436,0,240.9,407
1269,1,20030602,20030424,1,1,1,3,1,2,3,493500,512500,19000,39,2180,4,3.5,1971,10250,0.0265,13581,11544,0,262.5,477.4
1270,1,20030321,20030216,1,1,1,1,2,5,3,471000,476000,5000,33,1810,4,3.5,1987,7550,0.0235,11186,9508,0,268,471.9
1271,1,20030419,20030306,1,1,1,6,1,2,2,443500,442500,-1000,44,1830,3,2.5,1990,8500,0.027,11948,10156,0,251.6,464.2
1272,1,20030722,20030531,1,1,1,1,4,2,2,379000,395500,16500,52,1660,3,2.5,1957,5750,0.0265,10481,8909,0,263.9,479.8
1273,1,20030315,20030206,1,1,2,5,2,5,3,526500,530500,4000,37,2170,4,3.5,1987,9400,0.024,12732,10822,0,251.8,496.4
1274,1,20030518,20030415,1,1,2,5,1,3,2,310500,308500,-2000,33,1710,3,2.5,1982,7950,0.025500000000000002,7867,6687,0,247.5,481.2
1275,1,20030924,20030810,2,1,1,3,1,2,3,469000,475000,6000,45,1700,2,2,2003,8400,0.029,13775,11709,0,230.2,412.1
1276,1,20030326,20030212,1,1,2,6,3,5,2,416000,417000,1000,42,1600,4,3.5,1997,6850,0.025,10425,8861,0,248.4,470.9
1277,1,20031009,20030903,1,1,2,9,1,2,3,563500,568500,5000,36,1940,4,3.5,1971,7450,0.025500000000000002,14497,12322,0,208.6,443.6
1278,1,20031010,20030822,1,1,1,3,1,2,3,458500,450000,-8500,49,1840,3,2.5,1993,7850,0.024,10800,9180,0,261.6,479.6
1279,1,20030214,20021226,1,1,2,2,1,5,4,696000,707500,11500,50,2300,4,3.5,1970,9450,0.025500000000000002,18041,15335,0,230.9,466.6
1280,1,20030627,20030524,1,1,1,2,1,5,3,445000,461500,16500,34,2120,4,3.5,2000,7050,0.0245,11307,9611,0,281.4,464.5
1281,1,20031103,20030905,1,1,2,2,1,2,3,470000,469000,-1000,59,1710,3,2.5,1978,6250,0.026000000000000002,12194,10365,0,250,462.9
1282,1,20031115,20030926,1,1,1,5,1,1,2,352500,352500,0,50,1800,2,2,1996,4900,0.022,7755,6592,3250,260.9,486.5
1283,1,20031129,20031011,1,1,2,7,1,4,2,331000,333500,2500,49,1530,3,2.5,1999,5750,0.029500000000000002,9838,8362,0,232.7,437.9
1284,1,20030329,20030221,1,1,1,3,1,1,3,499500,513000,13500,36,2200,4,3.5,1972,10100,0.025500000000000002,13082,11120,0,259.5,455.4
1285,1,20030207,20021206,1,1,2,2,2,5,2,445500,449000,3500,63,1780,3,2.5,1980,5650,0.029,13021,11068,0,225.8,465.2
1286,1,20030830,20030727,1,1,1,4,1,4,2,362000,356500,-5500,34,1580,3,2.5,1958,5750,0.0235,8378,7121,0,255.8,465.5
1287,1,20030319,20030213,1,1,2,6,1,5,3,536500,513000,-23500,34,1810,3,2.5,1984,8100,0.025,12825,10901,0,241.7,451
1288,1,20030725,20030623,1,1,1,3,3,2,2,333000,334000,1000,32,1250,2,2,1987,3350,0.025,8350,7098,0,254.5,487.4
1289,1,20031110,20030928,1,1,1,5,3,3,2,423000,434500,11500,43,1520,3,2.5,1975,4000,0.027,11732,9972,0,232.6,472.4
1290,1,20030325,20030205,1,1,2,1,1,2,2,422000,428500,6500,48,1650,2,2,1992,4350,0.028,11998,10198,0,263.4,476.3
1291,1,20030719,20030612,1,1,1,2,3,1,3,566500,559500,-7000,37,2250,5,4,1960,7100,0.022,12309,10463,9250,262.2,478.5
1292,1,20030518,20030401,1,1,1,4,1,1,3,472500,464000,-8500,47,1880,3,2.5,1961,6350,0.029500000000000002,13688,11635,0,247,473.2
1293,1,20030302,20030125,2,1,3,2,1,6,3,589500,581000,-8500,36,2190,4,3.5,2003,10400,0.049,28469,24199,0,243.2,417.1
1294,1,20030308,20030203,1,1,2,1,3,5,2,445500,436000,-9500,33,1610,2,2,1980,4500,0.023,10028,8524,0,253.3,463.1
1295,1,20030405,20030227,2,1,1,1,2,2,3,631000,634500,3500,37,2670,4,3.5,2001,8700,0.029,18401,15641,0,233.4,408.7
1296,1,20030613,20030420,1,1,1,2,4,1,2,343500,350500,7000,54,1300,2,2,1960,4500,0.024,8412,7150,0,250.6,458.4
1297,1,20031013,20030911,1,1,1,1,3,2,2,400000,410500,10500,32,1790,2,2,1970,5750,0.025,10263,8724,4250,253.2,459.7
1298,1,20030922,20030731,1,1,1,2,1,5,2,420000,417000,-3000,53,1830,3,2.5,1965,8850,0.023,9591,8152,0,230.9,452.8
1299,1,20031213,20031023,1,1,2,2,6,3,2,347500,348000,500,51,1560,2,2,1983,6950,0.029500000000000002,10266,8726,0,249.2,438.7
1300,1,20031230,20031028,1,1,3,2,3,1,2,285500,294500,9000,63,1280,2,2,1973,3350,0.0505,14872,12641,0,249.4,452.6
1301,1,20031010,20030824,1,1,2,7,5,2,2,423000,425500,2500,47,1850,3,2.5,1958,8050,0.0235,9999,8499,0,245.2,458.1
1302,1,20030717,20030609,1,1,1,3,5,5,3,462500,464000,1500,38,1890,4,3.5,1982,6950,0.026000000000000002,12064,10254,0,248.1,474.4
1303,1,20030430,20030320,1,1,1,4,1,1,2,405000,405000,0,41,1730,2,2,1966,6600,0.0275,11138,9467,0,251.6,472.2
1304,1,20030508,20030406,1,1,1,7,1,4,2,387000,391000,4000,32,1980,3,2.5,1992,7900,0.0245,9580,8143,0,257,466.8
1305,1,20030302,20030123,5,1,2,2,1,3,3,462500,468000,5500,38,1900,3,2.5,1977,9400,0.027,12636,10741,0,536.1,435.3
1306,1,20031213,20031103,1,1,2,2,2,2,2,331500,336000,4500,40,1510,2,2,1958,4700,0.025500000000000002,8568,7283,4250,243.7,469.5
1307,1,20030615,20030512,2,1,1,2,3,2,4,763000,755000,-8000,34,2430,3,2.5,2003,6400,0.0245,18498,15723,0,239.2,410
1308,1,20030323,20030220,1,1,1,3,1,2,2,397000,409000,12000,31,1560,2,2,1956,6600,0.024,9816,8344,0,241,492.4
1309,1,20030524,20030419,1,1,1,2,1,2,2,357500,368000,10500,35,1570,3,2.5,1984,7150,0.024,8832,7507,0,222.9,457
1310,1,20030312,20030123,1,1,2,3,1,1,3,492000,486000,-6000,48,1850,3,2.5,1970,5300,0.027,13122,11154,0,216.3,438.2
1311,1,20030804,20030621,1,1,2,9,3,5,3,578500,581500,3000,44,2210,4,3.5,1966,5650,0.025,14538,12357,0,237.9,463.5
1312,1,20030120,20021218,1,1,1,1,1,1,2,298500,296000,-2500,33,1170,2,2,1977,3250,0.027,7992,6793,0,239.7,453.2
1313,1,20030127,20021219,1,1,2,1,2,5,3,557500,528000,-29500,39,1710,3,2.5,1983,8050,0.0275,14520,12342,0,237.4,457.7
1314,1,20030210,20030102,1,1,1,1,1,1,3,531000,535500,4500,39,1760,3,2.5,1961,5000,0.029500000000000002,15797,13427,0,249.1,441
1315,1,20030625,20030515,1,1,3,4,1,2,2,413000,419500,6500,41,1550,2,2,2001,4450,0.0505,21185,18007,0,261.8,470.4
1316,1,20030422,20030301,1,1,2,4,2,5,3,550500,556500,6000,52,2160,4,3.5,1981,8500,0.0245,13634,11589,0,263.2,485.5
1317,1,20030828,20030705,1,1,2,3,1,5,2,380000,370000,-10000,54,1700,2,2,1963,4600,0.029,10730,9121,0,230.9,466.6
1318,1,20030606,20030423,1,1,2,1,3,1,2,448000,443000,-5000,44,1850,2,2,1996,4650,0.025,11075,9414,0,264.1,448.7
1319,1,20030331,20030217,2,1,1,1,4,1,4,741500,735500,-6000,42,2570,5,4,2003,6800,0.023,16917,14379,0,240.9,402.8
1320,1,20030412,20030304,1,1,1,2,1,6,2,440500,444500,4000,39,1880,2,2,1967,6250,0.0235,10446,8879,0,238,432.4
1321,1,20030304,20030116,1,1,2,2,1,2,2,378500,392000,13500,47,1680,4,3.5,1979,5300,0.022,8624,7330,0,254.9,479.3
1322,1,20030927,20030824,5,1,2,1,1,4,3,533500,541500,8000,34,2040,3,2.5,1971,6050,0.029500000000000002,15974,13578,0,537,414.5
1323,1,20030818,20030716,1,1,1,1,1,2,3,473000,480500,7500,33,1940,3,2.5,1955,7200,0.0225,10811,9189,6250,231.7,472.4
1324,1,20030503,20030304,1,1,2,2,3,5,3,565500,562500,-3000,60,2130,2,2,1957,10500,0.0265,14906,12670,0,251.6,448.1
1325,1,20031021,20030919,1,1,1,1,1,1,3,452000,462000,10000,32,2120,3,2.5,1977,9500,0.024,11088,9425,0,233.4,487.4
1326,1,20030524,20030421,1,1,1,1,2,5,3,540000,547500,7500,33,2090,3,2.5,1992,8500,0.03,16425,13961,6250,249.2,477.9
1327,1,20031118,20031008,2,1,1,3,1,5,4,760500,799500,39000,41,3030,4,3.5,2001,13900,0.027,21587,18349,0,221.8,413.2
1328,1,20030703,20030601,1,1,2,5,4,3,3,564500,570500,6000,32,2130,3,2.5,2001,7450,0.0225,12836,10911,4750,247.8,467.4
1329,1,20030411,20030224,1,1,3,3,4,5,3,451000,453500,2500,46,1950,3,2.5,1983,5700,0.051000000000000004,23129,19660,0,254.4,454
1330,1,20030120,20021210,1,1,1,9,1,5,2,423500,420500,-3000,41,1450,2,2,1988,5300,0.0225,9461,8042,0,246.4,454.7
1331,1,20030805,20030701,1,1,2,1,2,6,3,578000,580500,2500,35,2150,4,3.5,1970,6300,0.029500000000000002,17125,14556,0,262.8,422.1
1332,1,20030505,20030319,1,1,1,1,1,2,2,287500,285000,-2500,47,1450,3,2.5,1967,6300,0.024,6840,5814,0,231.3,462
1333,1,20030915,20030803,1,1,1,1,3,1,2,286000,289500,3500,43,1120,2,2,1997,2900,0.023,6659,5660,1750,264,472.9
1334,1,20030729,20030608,1,1,1,1,4,1,2,452000,444000,-8000,51,1770,3,2.5,1989,7100,0.028,12432,10567,0,258.4,501.4
1335,1,20030424,20030313,1,1,1,2,3,5,3,526500,532500,6000,42,2190,4,3.5,1959,9250,0.0265,14111,11994,0,253,475.8
1336,1,20030604,20030418,3,1,1,1,3,5,2,421500,416500,-5000,47,1960,3,2.5,1988,5300,0.0265,11037,9381,0,469,401.4
1337,1,20031117,20031011,1,1,1,1,1,2,2,298000,294500,-3500,37,1710,3,2.5,1974,7350,0.029500000000000002,8688,7385,0,242.9,499.4
1338,1,20030827,20030703,5,1,1,2,1,3,2,416000,422000,6000,55,1750,4,3.5,1984,7600,0.028,11816,10044,0,534.8,425.8
1339,1,20031212,20031023,1,1,1,2,4,1,3,617000,617500,500,50,2220,4,3.5,1974,7250,0.025,15438,13122,0,275.7,453.9
