id,title,address,city,views,age,ageYears,titleStyle,url
"KwxYbdmh65o","1682 Star Tulip St Manteca CA","1682 Star Tulip St","Manteca","159","1 year ago","1","address-only","https://www.youtube.com/watch?v=KwxYbdmh65o"
"BzGZ95a14Z4","1985 Zoe Ln Manteca CA","1985 Zoe Ln","Manteca","69","1 year ago","1","address-only","https://www.youtube.com/watch?v=BzGZ95a14Z4"
"a6cg73qemew","2784 Redbridge Rd Tracy CA","2784 Redbridge Rd","Tracy","41","1 year ago","1","address-only","https://www.youtube.com/watch?v=a6cg73qemew"
"JMMVCIwvSEo","2733 Maple Grove Ave Manteca CA","2733 Maple Grove Ave","Manteca","29","1 year ago","1","address-only","https://www.youtube.com/watch?v=JMMVCIwvSEo"
"efsi-VFQlMk","420 Cecelio Way Tracy CA","420 Cecelio Way","Tracy","36","1 year ago","1","address-only","https://www.youtube.com/watch?v=efsi-VFQlMk"
"LJvxlsK3_zE","8813 Velma Ln Tracy CA","8813 Velma Ln","Tracy","91","1 year ago","1","address-only","https://www.youtube.com/watch?v=LJvxlsK3_zE"
"uM44d5XSgjY","1924 Rochester St Tracy CA","1924 Rochester St","Tracy","41","1 year ago","1","address-only","https://www.youtube.com/watch?v=uM44d5XSgjY"
"FFBDcgE0p0k","1888 Bayonne Ct Tracy CA","1888 Bayonne Ct","Tracy","43","1 year ago","1","address-only","https://www.youtube.com/watch?v=FFBDcgE0p0k"
"QdAZn0TcfCs","322 E 21st St Tracy CA","322 E 21st St","Tracy","48","1 year ago","1","address-only","https://www.youtube.com/watch?v=QdAZn0TcfCs"
"bYwfjB_nlSw","169 Nautilaus Dr Manteca CA","169 Nautilaus Dr","Manteca","14","1 year ago","1","address-only","https://www.youtube.com/watch?v=bYwfjB_nlSw"
"LfOXkaq_6lo","1981 Lugano Way Promo","1981 Lugano Way","Unknown","60","1 year ago","1","address-only","https://www.youtube.com/watch?v=LfOXkaq_6lo"
"P6TAQdw68-s","211 W Whittier Ave Tracy CA","211 W Whittier Ave","Tracy","49","1 year ago","1","address-only","https://www.youtube.com/watch?v=P6TAQdw68-s"
"vVU7RZdEGkA","2088 McAlister Ln Tracy CA","2088 McAlister Ln","Tracy","13","1 year ago","1","address-only","https://www.youtube.com/watch?v=vVU7RZdEGkA"
"xRo_cpO6szw","1441 Madison Ave Tracy CA","1441 Madison Ave","Tracy","43","1 year ago","1","address-only","https://www.youtube.com/watch?v=xRo_cpO6szw"
"zmjIUfg-hXc","1106 Crescent Ave Manteca CA","1106 Crescent Ave","Manteca","35","1 year ago","1","address-only","https://www.youtube.com/watch?v=zmjIUfg-hXc"
"7o6aEIYxLlk","1816 Pelican Ct Tracy CA","1816 Pelican Ct","Tracy","42","1 year ago","1","address-only","https://www.youtube.com/watch?v=7o6aEIYxLlk"
"qwjomQECCrM","1015 Gladiola Ln Manteca CA","1015 Gladiola Ln","Manteca","37","1 year ago","1","address-only","https://www.youtube.com/watch?v=qwjomQECCrM"
"1yj2ydJ1AwM","13411 Pipestone St Lathrop CA","13411 Pipestone St","Lathrop","43","1 year ago","1","address-only","https://www.youtube.com/watch?v=1yj2ydJ1AwM"
"L3a0e_TZ4bI","230 West 20th St Tracy CA","230 West 20th St","Tracy","15","1 year ago","1","address-only","https://www.youtube.com/watch?v=L3a0e_TZ4bI"
"s0B8sUK4ekI","1136 Mansfield Ct Tracy CA","1136 Mansfield Ct","Tracy","19","1 year ago","1","address-only","https://www.youtube.com/watch?v=s0B8sUK4ekI"
"8myrsYGdu38","687 Harold Smith Dr Tracy CA","687 Harold Smith Dr","Tracy","26","1 year ago","1","address-only","https://www.youtube.com/watch?v=8myrsYGdu38"
"Kn7K9FrD6SA","248 East Hollywood Ave Tracy CA","248 East Hollywood Ave","Tracy","50","1 year ago","1","address-only","https://www.youtube.com/watch?v=Kn7K9FrD6SA"
"7vlqvNQLyjw","1352 Whittingham Dr Tracy CA","1352 Whittingham Dr","Tracy","25","1 year ago","1","address-only","https://www.youtube.com/watch?v=7vlqvNQLyjw"
"KGgTFwRJLaA","2395 Nutwood Pl Manteca CA","2395 Nutwood Pl","Manteca","23","1 year ago","1","address-only","https://www.youtube.com/watch?v=KGgTFwRJLaA"
"w2wNRRoj-hI","1774 Dogwood Glen Way Manteca CA","1774 Dogwood Glen Way","Manteca","41","1 year ago","1","address-only","https://www.youtube.com/watch?v=w2wNRRoj-hI"
"5sONmEi7To8","1321 Heatherfield Way Tracy CA","1321 Heatherfield Way","Tracy","50","1 year ago","1","address-only","https://www.youtube.com/watch?v=5sONmEi7To8"
"u_he-dzyMSc","116 West Colima Dr Mountain House CA","116 West Colima Dr","Mountain House","55","1 year ago","1","address-only","https://www.youtube.com/watch?v=u_he-dzyMSc"
"HRkFyevUhm0","47 Windmill Ct Brentwood CA","47 Windmill Ct","Brentwood","77","1 year ago","1","address-only","https://www.youtube.com/watch?v=HRkFyevUhm0"
"Ze5mHyUBuMo","989 Roy Frerichs Ln Tracy CA","989 Roy Frerichs Ln","Tracy","59","1 year ago","1","address-only","https://www.youtube.com/watch?v=Ze5mHyUBuMo"
"fP-5bZuHs-4","2161 David Ernest Ct Tracy CA","2161 David Ernest Ct","Tracy","41","1 year ago","1","address-only","https://www.youtube.com/watch?v=fP-5bZuHs-4"
"qDUOeQ-H9Tg","2490 David Waite Dr Tracy CA","2490 David Waite Dr","Tracy","149","1 year ago","1","address-only","https://www.youtube.com/watch?v=qDUOeQ-H9Tg"
"aruG0FdfrXI","965 Golden Pond Dr Manteca CA","965 Golden Pond Dr","Manteca","70","1 year ago","1","address-only","https://www.youtube.com/watch?v=aruG0FdfrXI"
"_4_v1RPmwP4","7684 Erb Way Tracy CA","7684 Erb Way","Tracy","290","2 years ago","2","address-only","https://www.youtube.com/watch?v=_4_v1RPmwP4"
"FhevYPYvIEw","6341 Zink House Dr Tracy CA","6341 Zink House Dr","Tracy","52","2 years ago","2","address-only","https://www.youtube.com/watch?v=FhevYPYvIEw"
"zRjvf1dHqYY","614 Leah Ln Mountain House CA","614 Leah Ln","Mountain House","49","2 years ago","2","address-only","https://www.youtube.com/watch?v=zRjvf1dHqYY"
"B2o3Y1_PmBo","559 Glenbriar Cir Tracy CA","559 Glenbriar Cir","Tracy","27","2 years ago","2","address-only","https://www.youtube.com/watch?v=B2o3Y1_PmBo"
"n-FmjjbvGws","677 Sagewood Ln Tracy CA","677 Sagewood Ln","Tracy","109","2 years ago","2","address-only","https://www.youtube.com/watch?v=n-FmjjbvGws"
"jYD_d5Rg2jI","944 Shelborne Dr Tracy CA","944 Shelborne Dr","Tracy","23","2 years ago","2","address-only","https://www.youtube.com/watch?v=jYD_d5Rg2jI"
"4jEqidoa7UA","1170 Valencia Dr Tracy CA","1170 Valencia Dr","Tracy","108","2 years ago","2","address-only","https://www.youtube.com/watch?v=4jEqidoa7UA"
"Ty4pS8WD4HI","167 James W Smith Dr Tracy CA","167 James W Smith Dr","Tracy","32","2 years ago","2","address-only","https://www.youtube.com/watch?v=Ty4pS8WD4HI"
"qs-AvA14Idw","1708 Brookside Dr Manteca CA","1708 Brookside Dr","Manteca","58","2 years ago","2","address-only","https://www.youtube.com/watch?v=qs-AvA14Idw"
"U7AgemL-iaU","108 W Del Prado Ct Mountain House CA","108 W Del Prado Ct","Mountain House","134","2 years ago","2","address-only","https://www.youtube.com/watch?v=U7AgemL-iaU"
"rCZ8pVwhbt4","1156 Westbrook Pl Manteca CA","1156 Westbrook Pl","Manteca","114","2 years ago","2","address-only","https://www.youtube.com/watch?v=rCZ8pVwhbt4"
"uQqyWD2MzHY","6246 Cameo Wy Tracy CA","","Tracy","113","2 years ago","2","address-only","https://www.youtube.com/watch?v=uQqyWD2MzHY"
"avx6vvIN8p0","2203 Basque Dr Tracy CA","2203 Basque Dr","Tracy","177","2 years ago","2","address-only","https://www.youtube.com/watch?v=avx6vvIN8p0"
"UrP5_r2vQwU","2145 Foothill Ranch Dr Tracy CA","2145 Foothill Ranch Dr","Tracy","43","2 years ago","2","address-only","https://www.youtube.com/watch?v=UrP5_r2vQwU"
"V-vcWCTuBXg","1478 Arbor Brook Dr Manteca CA","1478 Arbor Brook Dr","Manteca","43","2 years ago","2","address-only","https://www.youtube.com/watch?v=V-vcWCTuBXg"
"wPC3i939VWQ","1354 Ray Harvey Dr Tracy CA","1354 Ray Harvey Dr","Tracy","33","2 years ago","2","address-only","https://www.youtube.com/watch?v=wPC3i939VWQ"
"eONxLWnumOU","1273 Montgomery Ln Tracy CA","1273 Montgomery Ln","Tracy","40","2 years ago","2","address-only","https://www.youtube.com/watch?v=eONxLWnumOU"
"dq4SjeTFzI4","1990 Box Car Dr Manteca CA","1990 Box Car Dr","Manteca","66","2 years ago","2","address-only","https://www.youtube.com/watch?v=dq4SjeTFzI4"
"5EziHYDOlY0","102 Machado Ct Tracy CA","102 Machado Ct","Tracy","60","2 years ago","2","address-only","https://www.youtube.com/watch?v=5EziHYDOlY0"
"80OFUJrWomM","2536 Peabody Ave Manteca CA","2536 Peabody Ave","Manteca","64","2 years ago","2","address-only","https://www.youtube.com/watch?v=80OFUJrWomM"
"JcWbFeEicuQ","1031 Tulloch Dr Tracy CA","1031 Tulloch Dr","Tracy","43","2 years ago","2","address-only","https://www.youtube.com/watch?v=JcWbFeEicuQ"
"lAxiC4MVCq0","1283 Holly Berry St Manteca CA","1283 Holly Berry St","Manteca","36","2 years ago","2","address-only","https://www.youtube.com/watch?v=lAxiC4MVCq0"
"TPjIqm7cjYw","16541 Arbuckle Ave Lathrop CA","16541 Arbuckle Ave","Lathrop","46","2 years ago","2","address-only","https://www.youtube.com/watch?v=TPjIqm7cjYw"
"23XrnI6WvQQ","110 S Rio Rapido Dr Mountain House CA","110 S Rio Rapido Dr","Mountain House","47","2 years ago","2","address-only","https://www.youtube.com/watch?v=23XrnI6WvQQ"
"6z708mzuBSk","1535 Maple Valley St Manteca CA","1535 Maple Valley St","Manteca","38","2 years ago","2","address-only","https://www.youtube.com/watch?v=6z708mzuBSk"
"BkfOuyAbWks","204 W Santa Cruz Way Mountain House CA","204 W Santa Cruz Way","Mountain House","27","2 years ago","2","address-only","https://www.youtube.com/watch?v=BkfOuyAbWks"
"IJuv_k2Mwqo","100 Cedar Mountain Dr Tracy CA","100 Cedar Mountain Dr","Tracy","55","2 years ago","2","address-only","https://www.youtube.com/watch?v=IJuv_k2Mwqo"
"zI62kPT054M","2278 Wellington Dr Tracy CA","2278 Wellington Dr","Tracy","22","2 years ago","2","address-only","https://www.youtube.com/watch?v=zI62kPT054M"
"MXSnD_vmF98","8563 Fairoaks Rd Tracy CA","8563 Fairoaks Rd","Tracy","156","2 years ago","2","address-only","https://www.youtube.com/watch?v=MXSnD_vmF98"
"nbftxIOGFxE","521 Oregon St Manteca CA","521 Oregon St","Manteca","18","2 years ago","2","address-only","https://www.youtube.com/watch?v=nbftxIOGFxE"
"dnb32pduyz0","303 Anthony Ave Mountain House CA","303 Anthony Ave","Mountain House","55","2 years ago","2","address-only","https://www.youtube.com/watch?v=dnb32pduyz0"
"KSnJKQMps7U","1704 Gloria Cir Tracy CA","1704 Gloria Cir","Tracy","64","2 years ago","2","address-only","https://www.youtube.com/watch?v=KSnJKQMps7U"
"WDB2EIz17zw","1635 Gloria Cir Tracy CA","1635 Gloria Cir","Tracy","18","2 years ago","2","address-only","https://www.youtube.com/watch?v=WDB2EIz17zw"
"gk_afkosN6A","3373 Pumpkin Ct Tracy CA","3373 Pumpkin Ct","Tracy","38","2 years ago","2","address-only","https://www.youtube.com/watch?v=gk_afkosN6A"
"OfXjmR0S-qs","2411 Belle Glade Ln Manteca CA","2411 Belle Glade Ln","Manteca","75","2 years ago","2","address-only","https://www.youtube.com/watch?v=OfXjmR0S-qs"
"YLuL19x43xA","900 Gina Ct Oakdale CA","900 Gina Ct","Oakdale","28","2 years ago","2","address-only","https://www.youtube.com/watch?v=YLuL19x43xA"
"saYqSYGzrt4","2510 David Waite Dr Tracy CA","2510 David Waite Dr","Tracy","41","2 years ago","2","address-only","https://www.youtube.com/watch?v=saYqSYGzrt4"
"vC0DFxE2xBE","2336 Pepper Tree Ln Manteca CA","2336 Pepper Tree Ln","Manteca","28","2 years ago","2","address-only","https://www.youtube.com/watch?v=vC0DFxE2xBE"
"WXk_5afxM6I","1211 Harding Ave Tracy CA","1211 Harding Ave","Tracy","16","2 years ago","2","address-only","https://www.youtube.com/watch?v=WXk_5afxM6I"
"Z6qqwE17vVQ","1082 Acland Way Tracy CA","1082 Acland Way","Tracy","18","2 years ago","2","address-only","https://www.youtube.com/watch?v=Z6qqwE17vVQ"
"UlqylU0vb_w","668 New Haven Dr Tracy CA","668 New Haven Dr","Tracy","33","2 years ago","2","address-only","https://www.youtube.com/watch?v=UlqylU0vb_w"
"6IqW7UZneV8","454 Derone Ln Tracy CA","454 Derone Ln","Tracy","7","2 years ago","2","address-only","https://www.youtube.com/watch?v=6IqW7UZneV8"
"Vk3siMc_9q8","4287 Windsong Dr Tracy CA","4287 Windsong Dr","Tracy","37","2 years ago","2","address-only","https://www.youtube.com/watch?v=Vk3siMc_9q8"
"YNOenfn3HIQ","1628 Sentinel Dr Tracy CA","1628 Sentinel Dr","Tracy","41","2 years ago","2","address-only","https://www.youtube.com/watch?v=YNOenfn3HIQ"
"CJ-c-2mKS7Q","1624 Union Ln Tracy CA","1624 Union Ln","Tracy","88","2 years ago","2","address-only","https://www.youtube.com/watch?v=CJ-c-2mKS7Q"
"QCH9zQgs0vQ","3221 Milton Jenson Way Tracy CA","3221 Milton Jenson Way","Tracy","59","2 years ago","2","address-only","https://www.youtube.com/watch?v=QCH9zQgs0vQ"
"w7h6m-tC8fU","931 Tennis Ln Tracy CA","931 Tennis Ln","Tracy","75","2 years ago","2","address-only","https://www.youtube.com/watch?v=w7h6m-tC8fU"
"1eFRXsqfuWk","132 Ramona Way Tracy CA","132 Ramona Way","Tracy","53","2 years ago","2","address-only","https://www.youtube.com/watch?v=1eFRXsqfuWk"
"S4ViT-DLGtY","264 Garry Oak Pl Lathrop CA","264 Garry Oak Pl","Lathrop","50","2 years ago","2","address-only","https://www.youtube.com/watch?v=S4ViT-DLGtY"
"1e1O8P1hFpk","1821 Tennis Ln Tracy CA","1821 Tennis Ln","Tracy","63","2 years ago","2","address-only","https://www.youtube.com/watch?v=1e1O8P1hFpk"
"JiW6CD77ptw","1461 Morning Glory St Manteca CA","1461 Morning Glory St","Manteca","45","2 years ago","2","address-only","https://www.youtube.com/watch?v=JiW6CD77ptw"
"xLegvteAWW0","2376 Morning Brook Dr Manteca CA","2376 Morning Brook Dr","Manteca","95","2 years ago","2","address-only","https://www.youtube.com/watch?v=xLegvteAWW0"
"IL-VTLcoBRk","712 Pasture Ave Lathrop CA","712 Pasture Ave","Lathrop","25","2 years ago","2","address-only","https://www.youtube.com/watch?v=IL-VTLcoBRk"
"31QegbVtOwU","920 Bryce Way Tracy CA","920 Bryce Way","Tracy","54","2 years ago","2","address-only","https://www.youtube.com/watch?v=31QegbVtOwU"
"NYnhhulFYBc","1378 Chestnut Hill Dr Manteca CA","1378 Chestnut Hill Dr","Manteca","58","2 years ago","2","address-only","https://www.youtube.com/watch?v=NYnhhulFYBc"
"VJ-BIxhWGWw","988 Atherton Dr Tracy CA","988 Atherton Dr","Tracy","94","2 years ago","2","address-only","https://www.youtube.com/watch?v=VJ-BIxhWGWw"
"QeIqPOyId-Q","1539 Abrew Way Manteca CA","1539 Abrew Way","Manteca","51","2 years ago","2","address-only","https://www.youtube.com/watch?v=QeIqPOyId-Q"
"mFkQPWfYSQE","2657 Diablo View Dr Manteca CA","2657 Diablo View Dr","Manteca","80","2 years ago","2","address-only","https://www.youtube.com/watch?v=mFkQPWfYSQE"
"kVJqxoYRcHk","560 Cold Springs St Lathrop CA","560 Cold Springs St","Lathrop","98","2 years ago","2","address-only","https://www.youtube.com/watch?v=kVJqxoYRcHk"
"8kZbT6lD1u0","480 Wagtail Dr Tracy CA","480 Wagtail Dr","Tracy","128","2 years ago","2","address-only","https://www.youtube.com/watch?v=8kZbT6lD1u0"
"O-zdqiXmGdk","1980 Pasado Ave Manteca CA","1980 Pasado Ave","Manteca","107","2 years ago","2","address-only","https://www.youtube.com/watch?v=O-zdqiXmGdk"
"PA4bRnmy-kc","1895 Solano Dr River Islands Lathrop CA","1895 Solano Dr","River Islands","107","2 years ago","2","address-only","https://www.youtube.com/watch?v=PA4bRnmy-kc"
"tr_u8hsmX8c","2915 Buthmann Ave Tracy CA","2915 Buthmann Ave","Tracy","79","2 years ago","2","address-only","https://www.youtube.com/watch?v=tr_u8hsmX8c"
"ewJ9TflSsT0","2705 Shadow Berry Dr Manteca CA","2705 Shadow Berry Dr","Manteca","66","2 years ago","2","address-only","https://www.youtube.com/watch?v=ewJ9TflSsT0"
"owdk0Nl7--M","1298 Muir Ct Tracy CA","1298 Muir Ct","Tracy","111","2 years ago","2","address-only","https://www.youtube.com/watch?v=owdk0Nl7--M"
"rx1k8poid88","18238 Garmetta Way Lathrop CA","18238 Garmetta Way","Lathrop","74","2 years ago","2","address-only","https://www.youtube.com/watch?v=rx1k8poid88"
"PahWt6KkTDg","1736 Picadilly Way Manteca CA","1736 Picadilly Way","Manteca","35","2 years ago","2","address-only","https://www.youtube.com/watch?v=PahWt6KkTDg"
"0ieWTZgAWrs","1370 Mill Run Ct Manteca CA","1370 Mill Run Ct","Manteca","67","2 years ago","2","address-only","https://www.youtube.com/watch?v=0ieWTZgAWrs"
"tqU-HdKpH2k","701 Cambridge Ct Tracy CA","701 Cambridge Ct","Tracy","37","2 years ago","2","address-only","https://www.youtube.com/watch?v=tqU-HdKpH2k"
"KmRjthNeY3g","2080 Madera Ct Tracy CA","2080 Madera Ct","Tracy","49","2 years ago","2","address-only","https://www.youtube.com/watch?v=KmRjthNeY3g"
"JGAfLHGKe44","655 Sawtooth Ct Manteca CA","655 Sawtooth Ct","Manteca","87","2 years ago","2","address-only","https://www.youtube.com/watch?v=JGAfLHGKe44"
"vMJ1zdTE0hQ","201 Nabor Ct Tracy CA","201 Nabor Ct","Tracy","52","2 years ago","2","address-only","https://www.youtube.com/watch?v=vMJ1zdTE0hQ"
"3ZlNYSB7N7w","1731 Bayberry Ln Tracy CA","1731 Bayberry Ln","Tracy","57","2 years ago","2","address-only","https://www.youtube.com/watch?v=3ZlNYSB7N7w"
"2E3vujwakhI","16852 Tulip Tree Way Lathrop CA","16852 Tulip Tree Way","Lathrop","80","2 years ago","2","address-only","https://www.youtube.com/watch?v=2E3vujwakhI"
"-KZIfzaIXyE","755 Prairie Dunes Way Lathrop CA","755 Prairie Dunes Way","Lathrop","63","2 years ago","2","address-only","https://www.youtube.com/watch?v=-KZIfzaIXyE"
"KMrFiuvid4E","4102 Flint Ln Tracy CA","4102 Flint Ln","Tracy","43","2 years ago","2","address-only","https://www.youtube.com/watch?v=KMrFiuvid4E"
"OYOdRXyf3vM","17860 Isabella Pl Lathrop CA","17860 Isabella Pl","Lathrop","61","2 years ago","2","address-only","https://www.youtube.com/watch?v=OYOdRXyf3vM"
"0yVQKdrscrg","309 W Emerson Ave Tracy CA","309 W Emerson Ave","Tracy","60","2 years ago","2","address-only","https://www.youtube.com/watch?v=0yVQKdrscrg"
"P7zvFERInDY","1255 Eagle St Tracy CA","1255 Eagle St","Tracy","66","2 years ago","2","address-only","https://www.youtube.com/watch?v=P7zvFERInDY"
"ZqvbQITQNg0","1336 Sagewood Dr Manteca CA","1336 Sagewood Dr","Manteca","40","2 years ago","2","address-only","https://www.youtube.com/watch?v=ZqvbQITQNg0"
"S9Wsf2yPFzA","15125 S Poppy Ct Lathrop CA","15125 S Poppy Ct","Lathrop","47","2 years ago","2","address-only","https://www.youtube.com/watch?v=S9Wsf2yPFzA"
"XACE-ynMLzY","2049 Shady Oak St Manteca CA","2049 Shady Oak St","Manteca","29","2 years ago","2","address-only","https://www.youtube.com/watch?v=XACE-ynMLzY"
"xXRx7qs3v_w","586 Whitney Ct Tracy CA","586 Whitney Ct","Tracy","73","2 years ago","2","address-only","https://www.youtube.com/watch?v=xXRx7qs3v_w"
"hsNVicU29WU","325 Fox Meadow Ct Tracy CA","325 Fox Meadow Ct","Tracy","55","2 years ago","2","address-only","https://www.youtube.com/watch?v=hsNVicU29WU"
"LnCzOenJD_Q","498 Faulkner Ct Mountain House CA","498 Faulkner Ct","Mountain House","28","2 years ago","2","address-only","https://www.youtube.com/watch?v=LnCzOenJD_Q"
"KOU7Q0kaQIs","4886 Dandelion Loop Tracy CA","4886 Dandelion Loop","Tracy","60","2 years ago","2","address-only","https://www.youtube.com/watch?v=KOU7Q0kaQIs"
"bpFwX990QMI","1840 Mello Ct Tracy CA","1840 Mello Ct","Tracy","80","3 years ago","3","address-only","https://www.youtube.com/watch?v=bpFwX990QMI"
"KG5Bt7d5ydQ","4696 Citrus Way Tracy CA","4696 Citrus Way","Tracy","63","3 years ago","3","address-only","https://www.youtube.com/watch?v=KG5Bt7d5ydQ"
"3Y3OXPaHkdg","146 Thomas Ave Mountain House CA","146 Thomas Ave","Mountain House","66","3 years ago","3","address-only","https://www.youtube.com/watch?v=3Y3OXPaHkdg"
"DFHNlhJdp2U","1443 Chestnut Grove Dr Manteca CA","1443 Chestnut Grove Dr","Manteca","112","3 years ago","3","address-only","https://www.youtube.com/watch?v=DFHNlhJdp2U"
"B4DJysfHG38","1763 Savory Dr Manteca CA","1763 Savory Dr","Manteca","6","3 years ago","3","address-only","https://www.youtube.com/watch?v=B4DJysfHG38"
"yYRzKkUrdJw","512 W Viento St Mountain House CA","512 W Viento St","Mountain House","72","3 years ago","3","address-only","https://www.youtube.com/watch?v=yYRzKkUrdJw"
"f9wzX0Hqlss","220 Tassajera Ct Tracy CA","220 Tassajera Ct","Tracy","58","3 years ago","3","address-only","https://www.youtube.com/watch?v=f9wzX0Hqlss"
"M01ymxD7vLk","1221 Parkside Dr Tracy CA","1221 Parkside Dr","Tracy","46","3 years ago","3","address-only","https://www.youtube.com/watch?v=M01ymxD7vLk"
"YSD4M3-TWlo","3977 Castellina Way Manteca CA","3977 Castellina Way","Manteca","264","3 years ago","3","address-only","https://www.youtube.com/watch?v=YSD4M3-TWlo"
"jCano2pNWvY","3603 Levanto Way Manteca CA","3603 Levanto Way","Manteca","63","3 years ago","3","address-only","https://www.youtube.com/watch?v=jCano2pNWvY"
"dUkdpOcI3rM","15457 Lottie Way Lathrop CA","15457 Lottie Way","Lathrop","23","3 years ago","3","address-only","https://www.youtube.com/watch?v=dUkdpOcI3rM"
"9C-g24BCwtk","13233 S Lagoon Way Lathrop CA","13233 S Lagoon Way","Lathrop","56","3 years ago","3","address-only","https://www.youtube.com/watch?v=9C-g24BCwtk"
"6667qF0FzVs","1185 Madera Dr Tracy CA","1185 Madera Dr","Tracy","110","3 years ago","3","address-only","https://www.youtube.com/watch?v=6667qF0FzVs"
"PHT23AVmG38","16312 Diablo Ct Tracy CA","16312 Diablo Ct","Tracy","88","3 years ago","3","address-only","https://www.youtube.com/watch?v=PHT23AVmG38"
"0FDJ1U4Yeto","1433 Ferngrove Ct Tracy CA","1433 Ferngrove Ct","Tracy","19","3 years ago","3","address-only","https://www.youtube.com/watch?v=0FDJ1U4Yeto"
"IO-O4wToa0M","23343 Los Padres Dr Tracy CA","23343 Los Padres Dr","Tracy","453","3 years ago","3","address-only","https://www.youtube.com/watch?v=IO-O4wToa0M"
"IfDrYEqP6VI","4718 Bonsai Ave Tracy CA","4718 Bonsai Ave","Tracy","32","3 years ago","3","address-only","https://www.youtube.com/watch?v=IfDrYEqP6VI"
"xHIkKvf4VOo","315 Glenbriar Cir Tracy CA","315 Glenbriar Cir","Tracy","89","3 years ago","3","address-only","https://www.youtube.com/watch?v=xHIkKvf4VOo"
"UFHeWcpLLU4","855 Brookfield Ave Lathrop CA","855 Brookfield Ave","Lathrop","37","3 years ago","3","address-only","https://www.youtube.com/watch?v=UFHeWcpLLU4"
"vf6Bbj65nmc","210 W Santa Cruz Way Mountain House CA","210 W Santa Cruz Way","Mountain House","25","3 years ago","3","address-only","https://www.youtube.com/watch?v=vf6Bbj65nmc"
"MAb1aWx-VyY","451 Sequoia Blvd Tracy CA","451 Sequoia Blvd","Tracy","9","3 years ago","3","address-only","https://www.youtube.com/watch?v=MAb1aWx-VyY"
"-C0pVkwMdf4","2384 Clemente Ln Tracy CA","2384 Clemente Ln","Tracy","43","3 years ago","3","address-only","https://www.youtube.com/watch?v=-C0pVkwMdf4"
"1QsSQWZZ0oI","568 Terra Nova Ct Tracy CA","568 Terra Nova Ct","Tracy","35","3 years ago","3","address-only","https://www.youtube.com/watch?v=1QsSQWZZ0oI"
"D6spnkw2U_0","1745 Thicket Ct Tracy CA","1745 Thicket Ct","Tracy","27","3 years ago","3","address-only","https://www.youtube.com/watch?v=D6spnkw2U_0"
"V8oxF3inzlg","27902 S MacArthur Dr Tracy CA","27902 S MacArthur Dr","Tracy","51","3 years ago","3","address-only","https://www.youtube.com/watch?v=V8oxF3inzlg"
"6uekIPzK5FI","1358 Michael Dr Tracy CA","1358 Michael Dr","Tracy","50","3 years ago","3","address-only","https://www.youtube.com/watch?v=6uekIPzK5FI"
"qXDYWRxCpB8","2418 Redbud Way Manteca CA","2418 Redbud Way","Manteca","32","3 years ago","3","address-only","https://www.youtube.com/watch?v=qXDYWRxCpB8"
"T_VUQaBjLmQ","924 Tom Fowler Dr Tracy CA","924 Tom Fowler Dr","Tracy","26","3 years ago","3","address-only","https://www.youtube.com/watch?v=T_VUQaBjLmQ"
"FwBWgk8GRSc","Home For Sale - 172 W Charlene Ct Mountain House CA","172 W Charlene Ct","Mountain House","47","3 years ago","3","other","https://www.youtube.com/watch?v=FwBWgk8GRSc"
"fKRy0efO-ig","3099 Faltings Ct Livermore CA","3099 Faltings Ct","Livermore","109","3 years ago","3","address-only","https://www.youtube.com/watch?v=fKRy0efO-ig"
"f_RSo5BUemk","2386 Birdsong Pl Manteca CA","2386 Birdsong Pl","Manteca","19","3 years ago","3","address-only","https://www.youtube.com/watch?v=f_RSo5BUemk"
"zNRAywRpKus","1580 Griffith Pl Tracy CA","1580 Griffith Pl","Tracy","17","3 years ago","3","address-only","https://www.youtube.com/watch?v=zNRAywRpKus"
"5zaTA-D9YIA","2240 Valencia Ct Tracy CA","2240 Valencia Ct","Tracy","53","3 years ago","3","address-only","https://www.youtube.com/watch?v=5zaTA-D9YIA"
"IZtSgW-IW6g","2497 Dutchwood Lane Manteca CA","2497 Dutchwood Lane","Manteca","22","3 years ago","3","address-only","https://www.youtube.com/watch?v=IZtSgW-IW6g"
"RMxoBAooN1g","185 Edgewood Ct Tracy CA","185 Edgewood Ct","Tracy","29","3 years ago","3","address-only","https://www.youtube.com/watch?v=RMxoBAooN1g"
"tM_hC4U-v3A","4593 Monarch Ln Tracy CA","4593 Monarch Ln","Tracy","28","3 years ago","3","address-only","https://www.youtube.com/watch?v=tM_hC4U-v3A"
"UHRL4w8li_c","1540 Trawler St Discovery Bay","1540 Trawler St","Discovery Bay","23","3 years ago","3","address-only","https://www.youtube.com/watch?v=UHRL4w8li_c"
"PA83XzRELio","2717 Roseberry Ave Manteca CA","2717 Roseberry Ave","Manteca","36","3 years ago","3","address-only","https://www.youtube.com/watch?v=PA83XzRELio"
"KbgXAve6lz8","978 Swan Dr Manteca CA","978 Swan Dr","Manteca","18","3 years ago","3","address-only","https://www.youtube.com/watch?v=KbgXAve6lz8"
"X8KB8W3oSZM","1334 Pickford Ct Tracy CA","1334 Pickford Ct","Tracy","18","3 years ago","3","address-only","https://www.youtube.com/watch?v=X8KB8W3oSZM"
